plate,manifacturer,model,last_revision,insurance_expiration,is_stolen,owner
SV875QD,Subaru,Forester,2023-02-20,2025-12-08,False,MRCLBA83E11E463F
YR689TD,Chevrolet,Malibu,2023-06-01,2025-07-26,False,MRCCLR80A11E463G
XN384LD,Audi,A4,2024-06-23,2024-10-04,False,CVRGLL83T29H163E
BI367NR,Kia,Sportage,2024-05-03,2025-04-24,False,CVRMLD84E05H163O
LB085PD,Renault,Mégane,2022-09-20,2024-01-13,False,CVRTTN84M13H163T
NA836VI,Peugeot,208,2024-07-17,2025-08-09,False,CVRMNZ85C21H163M
JG360BM,Volkswagen,Passat,2024-04-09,2025-02-05,False,CVRFBA84C13H163R
RX712UQ,Chevrolet,Camaro,2024-11-02,2025-05-08,False,CVRNRN84A29H163F
DA928LB,BMW,Serie 5,2023-12-01,2025-06-29,False,CVRLLE84D11H163A
MI883SH,Mercedes-Benz,Classe E,2023-09-11,2023-05-05,False,CVRRND84M11B832O
IH781HH,Volvo,V90,2022-05-18,2025-05-10,False,CVRVCN86H15B832B
VQ757XV,Audi,A4,2024-11-16,2024-05-06,False,CVRMLL86E20B832W
DO875NA,Volvo,XC90,2023-11-07,2025-11-20,False,CVRPRI85B02B832S
SJ649DW,Volkswagen,Passat,2023-07-13,2025-07-08,False,CVRLDN85E10F952G
MI113GC,Hyundai,Sonata,2023-01-25,2024-09-14,False,CVRGDN86B20F952U
BF077BT,Nissan,X-Trail,2023-12-01,2025-12-20,True,GSCRSL83M25L219P
KC421NU,Hyundai,Sonata,2023-07-13,2025-11-11,False,GSCCCL82E04L219D
EN050EW,Mazda,Mazda6,2024-01-23,2025-03-02,False,GSCDLU80M12L219Q
UZ671GC,Mercedes-Benz,Classe E,2024-07-16,2024-09-12,False,GSCLBN82M09I754F
DX089WI,Kia,Ceed,2024-10-01,2025-07-15,False,GSCPRZ81E28I754T
BM604YU,Subaru,Outback,2024-08-02,2025-09-24,False,FLLFBN76R01L219L
AC916HJ,Mazda,Mazda3,2022-01-30,2025-08-05,False,FLLLDL77E07L219P
LA256IO,Mazda,Mazda6,2021-05-25,2025-09-12,False,FLLNTL76H03L219V
TJ254JD,Chevrolet,Camaro,2023-04-03,2024-12-30,False,FLLLPA76T24L219Y
MQ990OX,Jeep,Wrangler,2024-11-05,2025-05-31,False,FLLJCP76E31L219A
FY748SN,Honda,Civic,2024-02-16,2025-08-06,False,FLLLSN76E18L219Y
YG733EO,Audi,A4,2023-09-27,2025-04-05,False,FLLRLB77A13A089J
UW438ZH,Jeep,Compass,2021-11-18,2025-06-17,False,MNTGGI79E16D150E
AD558PO,Fiat,500,2021-03-17,2025-09-30,False,MNTFNN82E06H163S
DL698LZ,Kia,Rio,2023-06-08,2025-04-26,False,MNTSVS83A19H163A
LE262WL,Ford,Focus,2022-09-13,2025-01-01,True,RMAGST80M04A794J
BL089WV,Peugeot,3008,2024-11-29,2024-01-08,False,RMAFMN81B24A794T
JC870TC,Fiat,Punto,2023-11-17,2025-11-19,False,RMACTN79L17E463U
AW090SK,Volkswagen,Golf,2023-01-09,2024-09-25,False,RMALDI82M01F839E
WS117PQ,Volkswagen,Polo,2023-10-02,2025-08-17,False,RMABTL83A21F839Q
EZ114VS,Audi,A3,2023-03-07,2025-03-24,False,RMAPMP79D14C573L
XR355VU,Volkswagen,Polo,2023-05-31,2025-06-02,False,RMADNI80E12C573L
TO477UJ,Volkswagen,Polo,2023-10-27,2025-11-16,False,RMARST83M21D150Q
ZQ396QR,Subaru,Forester,2023-04-28,2023-06-25,False,RGRSRI80D27F952H
EL473ZK,Kia,Sorento,2023-08-06,2022-07-11,False,RGRWNN81D27F952D
ZM020VX,Mazda,Mazda6,2024-04-13,2025-10-05,True,RMACAI80A09E463V
PW969ZB,Audi,Q5,2023-03-06,2025-04-11,False,RMAVLM82B02E463G
FR245ZO,Mercedes-Benz,Classe C,2024-12-22,2025-08-30,False,RMAGTN82E30E463K
MR365RJ,Audi,A4,2021-08-15,2024-01-30,False,RMALDA82L07E463D
WX526AM,BMW,Serie 5,2024-03-09,2025-06-25,False,RMAGLL81A16E463B
AQ430BM,BMW,Serie 3,2021-07-16,2025-11-24,False,MPRGGR78R22C351D
ZM958VC,Kia,Sportage,2023-12-20,2025-08-06,False,MPRLSN76M11C351D
IK552UV,Nissan,Qashqai,2023-06-04,2025-02-05,False,MPRMND75H15C351N
PK875PI,Nissan,Micra,2023-08-06,2025-12-02,False,MPRGDE74A21C351S
UK289GN,Chevrolet,Silverado,2023-12-20,2025-06-04,False,MPRLIA78B01C351G
KL143DG,Hyundai,Sonata,2024-05-27,2025-01-13,False,ZDRCMN83M02E648Y
UD309XB,Subaru,Impreza,2024-09-15,2025-01-22,False,ZDRLRZ79A30E648V
HV398PA,Hyundai,Tucson,2021-12-13,2025-03-27,False,ZDRRTD80A05E648N
PN489ST,Toyota,Land Cruiser,2023-04-20,2025-08-09,False,ZDRSIA81C26E648Z
FE843EW,Subaru,Forester,2022-07-17,2024-11-05,False,ZDRCGR74C06L331A
VN295PU,Renault,Twingo,2023-06-12,2025-08-31,False,FRNGTR79L14A783D
YC344XK,Nissan,X-Trail,2023-03-27,2025-02-10,False,FRNMLN79H20A783B
JP315MI,Mazda,Mazda3,2023-03-12,2025-04-15,False,FRNPRI82L14A783S
IN821TL,Kia,Rio,2024-03-30,2025-12-15,False,FRNVTR81P02A783G
ZD288OH,Subaru,Impreza,2023-09-08,2025-12-25,False,FRNLSN81L31A783P
SS271ME,Peugeot,208,2023-04-03,2025-01-13,False,FRNGLN83C19A783Y
HT955AJ,Volvo,XC90,2022-07-05,2022-09-28,False,FRNMTT83E31L219L
PN626FC,Volvo,V90,2024-05-13,2025-06-16,False,DTGNLM03R06H703Y
ZZ881SZ,Renault,Mégane,2023-12-18,2025-11-16,False,DTGGPR04M27H703K
IM368HF,Volvo,XC90,2023-06-13,2025-07-06,True,DTGDNL95P22G535Q
PX338TA,Kia,Ceed,2024-06-08,2024-07-19,False,DTGGTN95H27G535P
NU987OX,Audi,A3,2023-03-04,2025-11-10,False,DTGNGL97S10G535B
DR987HU,Mazda,CX-5,2023-08-01,2025-11-01,False,DTGSCN04L09H282C
EU041XL,Subaru,Forester,2024-04-28,2025-09-28,False,DTGPQL06E01H282K
LX965OK,Renault,Mégane,2024-06-26,2025-10-03,False,PGNMMM98T20D223E
CI255MY,Peugeot,3008,2024-08-12,2025-09-04,True,PGNRBN00B13D223H
NJ990LF,Mazda,Mazda3,2023-09-14,2025-04-06,False,PGNNLN00E11D223J
OF233LB,Peugeot,308,2024-12-10,2025-01-07,False,PGNSVT01L03D223C
AG861GH,Mazda,Mazda6,2024-06-12,2025-05-10,False,CRTGNZ03L09A944U
UN733WM,Chevrolet,Malibu,2024-05-23,2025-07-14,False,CRTGVR04P16A944X
FI233LO,BMW,Serie 3,2023-11-17,2025-08-16,False,CRTCRL05P08A944P
WB714RX,Volvo,XC90,2023-05-18,2025-09-18,False,CRTPIO04P28A944R
YC131VI,Peugeot,308,2024-01-15,2025-12-12,False,CRTNBL04T30A944N
DZ834SY,Alfa Romeo,Giulietta,2024-08-19,2025-08-12,False,CCCPLL04M12D969S
MK692UQ,Ford,Focus,2024-03-19,2023-10-26,False,CCCDAA06P11D969A
GT090SN,Jeep,Compass,2023-07-14,2025-03-14,False,CCCSLN05S25D969B
KG223FV,Volkswagen,Passat,2024-01-26,2025-08-03,False,CCCGUO03B28D969U
RD411XY,Audi,A3,2023-05-01,2025-01-26,False,CRTNFR00L25L331Q
BF631QQ,Toyota,Yaris,2024-07-08,2025-07-15,False,CCCPLG96A02F704X
AU805GS,Mazda,CX-5,2024-12-22,2025-01-29,False,RCCNNZ99L18D205S
HN221UY,Volvo,V90,2023-12-27,2025-05-10,False,RCCBGD01E20D205R
OE604CC,Audi,A4,2023-09-24,2025-05-18,False,RCCWND01L03D205Q
CD572EM,Alfa Romeo,Giulia,2023-02-21,2024-10-23,False,RCCCSM98T26D205S
WS515UM,Jeep,Compass,2023-09-02,2025-08-15,False,CRTFNN99R29E463F
LF067RH,Nissan,X-Trail,2024-12-02,2025-05-11,False,RCCPRM00H17I480I
FE657NO,Ford,Mustang,2024-09-26,2025-03-31,False,RCCLRD98T07D150C
HT550TY,Audi,Q5,2024-11-21,2025-04-24,False,RCCZNE02P30D150F
DX600AS,Peugeot,308,2024-11-10,2025-06-08,False,RCCPNG00A12D150V
ZM531KV,Fiat,Punto,2024-12-19,2025-10-25,False,RCCGDU01D11A509O
KC244QV,Volkswagen,Golf,2022-01-19,2025-02-20,False,RCCLCI01H17A509G
NN537CA,Mazda,Mazda3,2024-09-24,2024-09-11,False,RCCRNN00D05A509Q
VK039ZA,Hyundai,Tucson,2024-02-13,2025-12-18,False,RCCVLR01A27B157Y
EZ267XV,Fiat,Panda,2024-06-18,2022-07-05,False,TRVSDI99B06L331K
VI548TM,Peugeot,3008,2023-03-22,2025-11-06,False,TRVCLS00E13L331A
TZ256GC,Volkswagen,Passat,2023-08-05,2025-12-17,False,TRVLRT99L07L331V
PI730MA,Toyota,Land Cruiser,2023-03-09,2025-07-07,False,TRVGTA00T11L331U
ZN842XU,Mercedes-Benz,Classe A,2023-02-11,2025-12-13,False,TRVLVC01E08L331L
YB198EB,BMW,Serie 3,2023-02-27,2024-05-13,False,TRVSMN02L24D150N
YH159MD,Mercedes-Benz,Classe E,2022-08-11,2025-03-08,False,TRVCST01P21D150M
JO330ZI,Kia,Sportage,2024-12-02,2025-01-10,False,TRVDMN01T30A757E
XW091EW,Jeep,Wrangler,2024-09-24,2025-04-19,False,TRVGLD00A08A757K
XC369RY,Ford,Fiesta,2024-01-31,2025-08-29,False,FRMMRO01P04E648I
WJ851NL,Volkswagen,Polo,2024-04-10,2025-05-25,False,FRMGGN99S07E648B
YG665DA,Volvo,XC90,2023-07-13,2025-02-15,False,FRMCLS01R17E648M
EB053HU,Nissan,Micra,2022-11-20,2025-11-06,False,FRMLRT00P24E648N
VZ640JM,BMW,X5,2023-12-01,2024-12-30,True,FRMGTT02P05E648S
UW472VK,Subaru,Outback,2023-01-03,2025-04-15,False,FRMRRA02T05A944H
TR128LH,Volvo,S60,2023-10-10,2025-05-15,False,FRMSML04D09E648O
ZE546DV,Hyundai,Elantra,2024-08-05,2025-09-01,False,FRMSST03P25E648F
RQ504UB,Volkswagen,Golf,2024-02-14,2023-07-11,False,FRMBRT04P27E648P
EM794WR,Jeep,Wrangler,2022-10-07,2025-04-15,False,TRVBNR05B26B832A
BO498AD,Volvo,XC90,2024-02-20,2025-09-29,False,TRVDTR05R10B832P
PN902VV,Alfa Romeo,Giulia,2022-10-18,2025-11-02,False,TRVRLN03D04B832T
SD145PW,Kia,Rio,2024-08-13,2025-07-29,False,TRVMRM06H01F704Y
ZX546CY,Jeep,Renegade,2022-04-30,2025-04-12,False,TRVCLN03D22F704F
PY661DX,Volkswagen,Passat,2024-06-19,2025-04-01,False,TRVNVE06L19F704C
GW971EA,Volvo,XC90,2023-07-22,2025-04-29,False,FRMLNE04H19F205U
OS782MP,Hyundai,Elantra,2023-01-26,2025-10-18,False,FRMMRN03E17F205F
OT548MG,Nissan,Qashqai,2024-05-27,2025-01-09,False,FRMSMN03A31F205Y
DH685WT,Honda,Accord,2023-11-25,2025-01-10,False,FRMLND99A25C352R
SC359QS,BMW,X5,2022-09-25,2024-03-23,False,FRMFBA99M04C352Z
HE014CI,Volvo,V90,2024-04-06,2025-05-23,False,FRMRTT99L25C933Y
TM022NC,Volvo,XC90,2024-09-13,2025-10-16,False,BNFFCT93S25F952M
FG308PB,Fiat,Punto,2024-01-17,2025-06-16,False,BNFGNE98C23F952F
QR233EV,Subaru,Outback,2024-01-16,2024-11-23,False,BNFTTR96M29F952Y
JE057WM,Audi,A3,2022-07-18,2025-01-15,False,FRMGTV03M03A757B
RZ009UT,Honda,Accord,2023-02-20,2025-03-16,False,FRMSNN04H26A757V
FN177BL,BMW,Serie 3,2024-12-29,2025-05-10,False,FRMCST06P21A757C
RM517FC,Hyundai,Elantra,2023-04-05,2025-07-28,False,BNFFMN01L18L219W
MF154HZ,Hyundai,Sonata,2021-12-10,2025-07-22,False,BNFNVE02P12L219Z
WE987VX,Mercedes-Benz,Classe C,2024-04-02,2025-02-03,False,BNFLNS02P01L219P
JY508BW,BMW,Serie 3,2023-04-18,2025-04-07,False,BNFPNI96T07A326V
NK421HP,Audi,Q5,2023-03-20,2025-03-21,False,BNFSVT97E24A326P
CO057ZD,Toyota,Yaris,2024-02-10,2025-12-27,False,BNFSBN97R09A326I
HA429JO,Fiat,500,2023-08-29,2025-03-10,False,BNFBRT05C04E098D
SJ978UX,Volvo,S60,2023-02-20,2025-01-31,False,BNFZRA05M24E098X
NK035UJ,Hyundai,Tucson,2024-01-26,2025-07-29,True,SGHMRO99L18E463T
ZC626RS,Ford,Fiesta,2024-01-14,2025-02-21,False,SGHLRD01R13E202L
BX821YS,Audi,Q5,2023-05-31,2025-12-04,False,SGHCLL99R02E202F
JO260EK,Fiat,Punto,2024-07-21,2025-10-29,False,SGHDLF05P13A509U
TF860ML,Fiat,Punto,2023-08-16,2022-02-06,False,SGHSLN04T17A509L
ML880NK,Toyota,Corolla,2023-12-22,2025-02-07,False,SGHGLL03T04A509N
OZ529XK,Peugeot,3008,2023-07-02,2025-10-09,False,SGHRST06A02A509A
QB856TN,Ford,Focus,2022-08-14,2025-05-31,False,SGHNZE99C01A509O
DS655WZ,Hyundai,Sonata,2024-09-21,2024-10-31,False,SGHDLF01P05A509V
PZ241QF,Toyota,Land Cruiser,2024-06-13,2025-01-24,False,SGHCPI01R28A509J
OB373YK,Volkswagen,Passat,2022-02-25,2025-09-08,False,TSTTDD01P09G388L
LW437FE,Jeep,Renegade,2024-02-23,2024-12-26,False,TSTPRI02D05G388K
FU281ZA,Volvo,S60,2024-01-22,2022-02-09,False,TSTRCR00C06B429J
WU757HX,Renault,Clio,2024-12-15,2023-04-27,False,TSTPIO99H23B429B
HL817OT,Renault,Clio,2022-08-26,2025-04-23,False,TSTGAI02A30B429Y
RL132CY,Chevrolet,Camaro,2024-11-07,2025-07-20,False,TSTFBA00L29B429I
JJ433TC,Mazda,CX-5,2023-06-03,2025-01-24,False,TSTGTN04T09H501J
HV276EG,Subaru,Impreza,2023-06-24,2025-09-29,False,TSTLLE00H03L331H
BE614RW,Kia,Rio,2024-09-16,2022-02-01,False,STLSDI01M21C573P
QL985UQ,Peugeot,3008,2023-01-07,2023-08-19,False,STLLIO01H16C573N
PY117MP,Volvo,XC90,2023-08-17,2025-10-30,False,MRCMLN02D23E648A
MG971QH,Audi,A4,2022-09-29,2025-02-07,False,MRCLDA00P07E648R
EF603VI,Kia,Sportage,2023-08-29,2023-12-30,False,MRCMRZ98S17E648E
MT272LE,Alfa Romeo,Giulia,2023-09-27,2024-03-05,False,MRCPMP02R10E648N
DI902EY,Volkswagen,Golf,2023-01-12,2025-09-04,False,CVRLLE03E01H703T
MF749BU,Jeep,Renegade,2024-12-29,2025-03-11,False,MRCNRO99H14E648S
LZ312NY,Fiat,Punto,2023-11-19,2025-02-17,False,CVRPML06E27A479U
JC144BQ,Fiat,500,2022-08-14,2025-02-03,False,CVRRNL04T13A479Q
MQ427MH,Kia,Sorento,2023-07-15,2025-03-12,False,GSCPLN04A03I726V
GZ110JU,BMW,Serie 5,2023-04-03,2025-05-15,False,GSCCRN04R14I726W
QQ980SP,Jeep,Renegade,2023-07-30,2025-08-01,False,GSCNCN06P27I726K
CJ948GR,Subaru,Forester,2021-09-26,2025-03-13,False,CVRTNZ04B19C351J
TW210ZB,Nissan,Qashqai,2023-12-13,2025-10-21,False,CVRCST04E13C351Z
HM481EA,Fiat,500,2022-11-17,2025-09-17,False,CVRDLA03D26L331M
BR837SA,Hyundai,Sonata,2024-10-17,2025-10-15,False,CVRLCD06P26L331X
WZ923AG,Kia,Sportage,2022-02-17,2025-04-08,False,CVRMSM03T12L331L
TQ532BE,Mazda,CX-5,2024-11-09,2025-06-01,False,CVRMME05P10L331W
QW876UD,Fiat,Punto,2023-11-13,2025-11-22,True,CVRLRG03S16L331I
DF984GT,Audi,Q5,2021-12-19,2025-01-04,False,CVRLND05D07E648K
SA144SL,Ford,Fiesta,2024-04-09,2025-10-12,False,CVRCRL03R18E648Z
OA923GK,Hyundai,Sonata,2024-10-24,2025-08-16,False,CVRSVN04T18E648A
PT759OY,Peugeot,308,2022-12-31,2025-12-22,False,CVRLRG03A15E648Q
OQ453IU,Jeep,Compass,2023-03-03,2023-10-24,False,CVRMCL05L06L328W
YH660PD,Volvo,S60,2024-10-21,2025-05-09,False,CVRNCL03L19L328C
OF013PR,Volvo,XC90,2024-09-27,2024-05-13,False,CVRVNN03B26L328S
XY162TI,Fiat,Punto,2023-01-21,2024-09-01,False,CVRMDA04A17E463Z
ES545LH,Chevrolet,Camaro,2024-11-12,2025-05-03,False,CVRMND05E24E463R
ZR618HD,Renault,Twingo,2023-11-27,2024-05-11,False,CVRLNZ06M08E463E
KA649VH,Chevrolet,Malibu,2023-03-14,2022-02-05,False,FLLDLD00R07I829K
LX963RR,Alfa Romeo,Giulia,2024-11-24,2025-07-09,False,FLLMLI01M18I829M
WO276HE,Hyundai,Elantra,2023-03-07,2024-11-04,False,FLLMRZ03C14B157L
RP484XX,Toyota,Land Cruiser,2023-11-12,2025-08-01,False,FLLMRZ06C27B157X
IL923GF,Volvo,S60,2024-10-27,2025-12-06,False,FLLMRZ02T07B157A
WJ343FZ,Mazda,Mazda3,2023-10-14,2025-08-25,False,FLLMNI94M16L682K
DJ948FL,Fiat,Punto,2024-08-09,2025-01-29,False,FLLDLR97C17L682M
LO118HX,Mercedes-Benz,Classe E,2023-02-09,2025-10-28,False,FLLPNG94C15L682W
WE554LQ,Alfa Romeo,Giulietta,2024-10-10,2025-07-17,False,FLLDVD98L13L682U
TH310ID,Ford,Fiesta,2024-02-06,2025-02-28,False,FLLFBN98E20A757W
TZ710AD,Ford,Focus,2024-11-21,2025-10-29,False,FLLPRZ95A23A757V
YO910RY,Ford,Focus,2024-01-27,2025-11-14,False,FLLFDR98M14A757X
GY242DM,Volkswagen,Passat,2023-04-23,2025-01-10,False,MNTFST00E21A089T
VS963PQ,Kia,Rio,2023-08-25,2025-02-23,True,MNTDLF99D24A089F
VS552LG,Nissan,Qashqai,2024-01-24,2025-11-03,False,MNTNBL00E24A089Q
SJ167TH,Fiat,Panda,2024-05-08,2025-01-17,False,MNTPCR00L15A089B
FY691ZS,Volvo,XC90,2024-01-07,2025-08-21,False,MNTGDE00R10A089Z
EL222AT,Volkswagen,Golf,2023-01-27,2025-01-07,False,MNTTMS01L25A089V
WR216PU,Ford,Fiesta,2024-05-16,2023-07-04,False,FLLMTT01R18A783F
GQ314PK,Nissan,Micra,2023-01-24,2025-06-18,False,FLLLDN01R13A783F
TF118HO,BMW,Serie 3,2022-07-27,2025-11-10,False,FLLNRN02A13A783C
CO799MJ,Mercedes-Benz,Classe C,2023-06-21,2022-06-04,False,FLLMTT01M19I480L
BL134II,Toyota,Corolla,2023-10-11,2024-05-31,False,FLLCLO97A24A089O
NE303KB,Kia,Sportage,2024-01-14,2025-07-27,False,FLLGGI98E17A089N
YE774OG,Jeep,Compass,2023-06-30,2025-02-20,False,FLLRST95D26A089A
DZ132NS,Renault,Twingo,2024-02-23,2025-05-12,False,RMALNE03M04B519T
VS979ER,Volkswagen,Passat,2024-10-14,2025-05-28,False,RMAMTN02E24C342X
HR943OF,Ford,Mustang,2024-11-01,2025-10-22,False,RMABNR03D07F257P
BA772VH,Volvo,V90,2023-03-28,2025-01-29,False,RGRGDI01B14B963M
WI083EB,Honda,Civic,2023-12-02,2025-02-13,False,RGRTMS00H11B963B
JL928PX,BMW,X5,2024-10-05,2025-01-24,False,RMARMR04P18F704C
IF156IZ,Fiat,500,2022-04-29,2025-04-15,False,RGRNEE00P14F704P
VI194QM,Peugeot,208,2024-09-14,2024-04-07,False,RGRDLC00M06F704S
VT792OL,Ford,Focus,2024-03-15,2025-03-30,False,RGRLSN01P27F704J
GT597BH,Hyundai,Elantra,2024-12-04,2025-09-09,False,RGRFDL99C23F704Q
AI120TQ,Jeep,Renegade,2024-01-08,2025-02-28,False,RMAGST00R29G535V
DM686GA,Honda,Accord,2022-06-17,2025-08-20,False,RMAGZN02P24E507K
EG206JV,Volkswagen,Passat,2024-03-28,2025-06-05,False,RMAFTN99A22F257T
OH904RJ,Alfa Romeo,Giulietta,2023-10-15,2024-08-29,False,RMADNI02M05F257O
ZR752UJ,Toyota,Yaris,2023-08-14,2024-06-06,False,RMATTI02H29F257H
AU824LU,BMW,Serie 5,2023-08-22,2025-05-05,False,ZDRLDL98S19E783G
ZF225QE,Renault,Twingo,2024-08-31,2025-01-11,False,ZDRMRC99B12E783Y
AH314SY,Kia,Ceed,2023-02-19,2022-07-02,False,MPRFDL01T21A509M
DO227WQ,Hyundai,Sonata,2023-11-27,2025-11-09,False,MPRRSL00R28A509P
YG420WJ,Volkswagen,Passat,2024-12-05,2025-11-12,False,MPRGZZ01A16A509S
CA925EE,Peugeot,3008,2021-03-21,2025-10-01,False,ZDRRND06A13H163G
OZ608GE,Kia,Ceed,2023-10-18,2025-01-19,False,ZDRVTR02H19A794H
DS277GS,Honda,Accord,2024-09-26,2025-09-23,False,ZDRNRO99L26A794Z
LO088OB,Nissan,Qashqai,2021-01-13,2025-06-30,False,FRNMSC01R10F704P
CS382LO,Volkswagen,Polo,2024-12-17,2025-01-15,False,FRNVTT01A04F704R
FJ035ZB,Peugeot,3008,2023-01-20,2025-07-30,False,FRNDLZ98T23F704J
JL446PO,Peugeot,308,2022-09-07,2024-03-20,False,FRNPQN00L12F704W
BE029PW,Peugeot,3008,2023-09-18,2025-04-19,False,FRNPSC05B15M082V
JD725OZ,Subaru,Forester,2023-02-03,2025-05-26,False,FRNRZR04M06M082P
PO480QT,Chevrolet,Malibu,2024-02-28,2024-04-12,False,FRNLNE04L26M082H
BU506QF,Honda,Accord,2023-01-27,2025-02-13,False,FRNTNZ02R11C573Z
GB319IK,Jeep,Compass,2023-09-22,2025-09-29,False,FRNMRZ01T13C573S
QU307UW,Chevrolet,Malibu,2023-02-26,2022-01-22,False,VLCCML45T01L378Z
UZ488JR,Nissan,X-Trail,2023-11-22,2024-01-20,False,VLCTNZ44E14L378K
BZ172SS,Toyota,Corolla,2023-01-22,2024-05-20,False,VLCNLT44C06L378J
RV117JH,Kia,Rio,2024-09-17,2025-11-22,False,GDNLRT44A20D612N
ZZ228QG,BMW,Serie 5,2024-08-29,2025-10-29,False,GDNDRD45C13D612Z
II251YI,Alfa Romeo,Giulia,2022-03-11,2025-06-15,False,GDNNRO44L15D612Y
VE127GX,BMW,X5,2022-01-12,2022-05-30,False,GDNRGR44H30D612P
IX693ZO,Jeep,Compass,2024-06-18,2025-01-14,False,GDNRFL46H19D612B
EK422GZ,Kia,Sorento,2023-06-25,2025-11-02,False,GDNGRN44R01D612G
IM778TH,Ford,Fiesta,2023-03-01,2025-07-04,False,GDNRRT48E13D612K
NU810UT,Volvo,XC90,2024-11-26,2025-03-05,False,GDNNRN48L18D612H
LA524NL,Volkswagen,Passat,2023-12-22,2025-08-29,False,GDNDRN48R24D612S
RS927DA,Fiat,Panda,2023-12-14,2025-03-08,False,PDNTVN59B05H294D
EJ497OI,Ford,Mustang,2024-10-13,2024-01-13,False,PDNSFN60R16H294J
NR426XP,Renault,Mégane,2023-10-08,2025-03-07,False,PDNFLC59H14H294M
HI354GP,Nissan,Qashqai,2023-03-23,2025-10-26,False,GGGTZN56E14D122J
TI079ZP,Ford,Fiesta,2023-03-29,2025-08-02,False,DMCDAA47L09G942B
FA471GJ,Fiat,Punto,2022-07-31,2025-05-14,False,DMCDTR44E23G942V
FS124BT,Audi,A3,2023-12-29,2025-08-05,False,DDELVS44A10H223R
HZ156XW,Hyundai,Tucson,2021-06-15,2025-05-03,False,DDELRZ48H28H223J
YP555JQ,Ford,Fiesta,2024-06-21,2025-11-23,False,DDEGLD48C22H223E
CE441VR,Fiat,Punto,2023-01-07,2025-07-23,False,DDEDNC44D01H223H
PA251ZJ,Hyundai,Tucson,2023-09-24,2025-02-28,False,DDEWND46M25H223D
UD847HK,Ford,Focus,2024-05-02,2025-07-23,False,DDEGGN45D20H223U
EF873NQ,Nissan,X-Trail,2023-06-26,2023-10-08,False,DDEGLM47P28H223Y
UC910UP,Audi,A3,2023-01-16,2025-10-12,False,DDEPRD44P30H223I
OP763YF,Alfa Romeo,Giulietta,2024-06-25,2025-01-28,False,BNDSLL58L05F979P
LP325ZU,Peugeot,308,2023-09-24,2025-11-12,False,BNDGBB56L18F979U
WM694WJ,Honda,CR-V,2022-02-10,2025-06-09,False,BNDGAI54R08F979D
IX543FV,Volvo,XC90,2023-01-05,2025-12-02,False,BNDLLE57C23F979X
FX851HR,Fiat,Punto,2024-05-16,2025-07-07,False,BNDRFL58M23F979H
LZ560PY,Mercedes-Benz,Classe E,2024-10-22,2022-01-28,False,BNDCRI56R02F979U
XO861ID,BMW,Serie 5,2023-09-10,2025-03-26,False,PCRGIA63L14D150B
QY185DP,Audi,Q5,2022-02-06,2025-01-23,False,PCRFNC60B19D150I
GG672DS,Toyota,Corolla,2023-03-16,2025-12-19,False,PCRFSC58S26D150N
CF204TR,Honda,Accord,2021-11-13,2025-02-07,False,PCRSNT63R11D150C
OS339NU,Jeep,Compass,2024-04-30,2023-12-16,False,PCRGTR61E31D150J
WQ686DJ,Chevrolet,Malibu,2024-05-11,2025-09-01,False,PCRRNI59H18D150W
UN323XG,Volvo,XC90,2023-04-14,2025-05-18,False,PLLSFN58H10I480Y
NB714FL,Peugeot,208,2024-11-13,2025-05-28,False,PLLLRZ57T26I480J
EB375RS,Honda,Civic,2024-07-01,2025-03-05,False,GSTVNN53T19D643A
CN736UX,Mercedes-Benz,Classe A,2021-01-16,2025-03-12,False,GSTGLR57C21D643A
PA232GT,Toyota,Land Cruiser,2023-02-25,2025-11-11,False,GSTQRN53T27D643G
UG314AN,Jeep,Renegade,2023-02-27,2025-02-12,False,GSTLEA58A19D643K
WC606WP,Jeep,Compass,2021-05-07,2025-01-14,False,CRLNNE49P23D612N
KD866JF,BMW,X5,2021-04-15,2025-01-29,False,CRLLLL53C26D612K
BC699BG,Jeep,Wrangler,2024-03-29,2025-10-12,False,CRLSTR50L18D612G
YU039ZL,Honda,Accord,2024-02-13,2024-05-13,False,VRINNI63C29F839Z
UJ585ZB,Honda,CR-V,2023-08-02,2025-01-20,False,CPRDNT63L12A479F
OY715TE,Renault,Clio,2023-10-03,2025-07-28,False,CPRSVT62C29A479B
AV822ST,Renault,Clio,2023-02-20,2025-03-23,False,CPRLRC63M02A479X
UU379GK,Kia,Ceed,2023-04-08,2025-06-12,False,CPRDLC62H25A479T
VX621YV,Mercedes-Benz,Classe E,2024-02-20,2022-02-08,False,CPRGTN61R04A479B
MK925QX,Renault,Mégane,2024-09-26,2025-04-27,False,BVNVCN53T31E648Z
WY432BQ,Ford,Fiesta,2023-06-08,2025-02-17,False,BVNRNL56H23E648U
AB584XM,Nissan,Micra,2023-04-12,2025-12-05,False,BVNVGN58R11E648G
FH539JX,BMW,Serie 5,2023-03-05,2022-03-06,False,BVNVIO57T16E648F
TO456NS,Kia,Ceed,2024-09-05,2024-02-17,True,BVNGDE58A07E648J
OH894AU,Peugeot,308,2024-06-28,2025-03-02,False,BVNSRN55B27E648D
KA315PX,Mercedes-Benz,Classe E,2023-02-09,2025-02-05,False,BRDCTN45H29E507L
BO123LQ,Subaru,Forester,2023-02-06,2024-04-08,False,BRDLRT48L19E507J
FN259PR,Audi,A4,2023-11-13,2022-09-15,False,BRDSCN44L03E507O
