cf,name,last_name,birthdate,gender,birthplace,residence,gen1,gen2,partner_of
SLVSVT98T05F537S,Salvatore,Selvatici,1998-12-05,M,VIBO VALENTIA,LIVORNO,GLFCMB82H23F537P,SLVMLI73D22D086O,CPCLCU01R11E783E
SLVNLT02P08F537C,Nicoletta,Selvatici,2002-09-08,F,VIBO VALENTIA,VIBO VALENTIA,GLFCMB82H23F537P,SLVMLI73D22D086O,MRNFNN90H25C351E
SLVLLN00S01F537I,Liliana,Selvatici,2000-11-01,F,VIBO VALENTIA,VIBO VALENTIA,GLFCMB82H23F537P,SLVMLI73D22D086O,FRNLVC96L07E290K
SLVVTR00R05F537P,Veturia,Selvatici,2000-10-05,F,VIBO VALENTIA,CROTONE,GLFCMB82H23F537P,SLVMLI73D22D086O,CPCSVT00A23E783P
SLVVCN00S16F537J,Vincenzo,Selvatici,2000-11-16,M,VIBO VALENTIA,ROMA,GLFCMB82H23F537P,SLVMLI73D22D086O,FRNPPN91C04A462H
SLVNLT01B13F537N,Nicoletta,Selvatici,2001-02-13,F,VIBO VALENTIA,FOGGIA,GLFCMB82H23F537P,SLVMLI73D22D086O,MRNTLI93A04L331L
PCCRTT89M28A326V,Rosetta,Peccia,1989-08-28,F,AOSTA,PISA,FNZMTN73P19A326B,PCCGBR71T29L331F,FRNLNS98S17E290V
PCCYND00T17L328Z,Yolanda,Peccia,2000-12-17,F,TRANI,TRANI,GRNMCL81D25A271E,PCCPMP71E10L331E,FRNNBR93L09A462T
PCCLDN00C12L328O,Loredana,Peccia,2000-03-12,F,TRANI,BARLETTA,GRNMCL81D25A271E,PCCPMP71E10L331E,MRNPCC90E25C351G
PCCGBB02R06L328E,Giacobbe,Peccia,2002-10-06,M,TRANI,AOSTA,GRNMCL81D25A271E,PCCPMP71E10L331E,GRDFMN98C09D542Z
PCCPRI01P18L328B,Piero,Peccia,2001-09-18,M,TRANI,GROSSETO,GRNMCL81D25A271E,PCCPMP71E10L331E,CPCCMB93M12E202E
PCCSFN99D27L328T,Stefano,Peccia,1999-04-27,M,TRANI,BOLZANO,GRNMCL81D25A271E,PCCPMP71E10L331E,FRNLNZ96S23A952D
PCCZTI01D22L328I,Zita,Peccia,2001-04-22,F,TRANI,TRANI,GRNMCL81D25A271E,PCCPMP71E10L331E,
PCCCMN99L24L328X,Clementina,Peccia,1999-07-24,F,TRANI,TARANTO,GRNMCL81D25A271E,PCCPMP71E10L331E,SCLCGR00B11F537O
PCCPNI00B28L328K,Pino,Peccia,2000-02-28,M,TRANI,GENOVA,GRNMCL81D25A271E,PCCPMP71E10L331E,FRNVSS94B25E290E
PCCTCR94C29H294E,Tancredi,Peccia,1994-03-29,M,RIMINI,MACERATA,LNGSNT76E06A952L,PCCVIO73L17L331X,PLSDAA93R31A271Z
PCCYND94D09H294K,Yolanda,Peccia,1994-04-09,F,RIMINI,RIMINI,LNGSNT76E06A952L,PCCVIO73L17L331X,MRNMRN00B08D542D
PCCFTN95S01H294G,Fortunato,Peccia,1995-11-01,M,RIMINI,URBINO,LNGSNT76E06A952L,PCCVIO73L17L331X,FRNSDR90E23D612Z
PCCSNT98H28H294I,Simonetta,Peccia,1998-06-28,F,RIMINI,MODENA,LNGSNT76E06A952L,PCCVIO73L17L331X,CRDFPP93P29F023N
PCCPRN96C21H294G,Pierina,Peccia,1996-03-21,F,RIMINI,FERRARA,LNGSNT76E06A952L,PCCVIO73L17L331X,RMCCTN97L15E463W
PCCRNN94E22H294B,Ermanno,Peccia,1994-05-22,M,RIMINI,VENEZIA,LNGSNT76E06A952L,PCCVIO73L17L331X,MRNCLN91A19C351D
RGNTVN95D12H199W,Ottaviano,Ragonese,1995-04-12,M,RAVENNA,ASCOLI PICENO,RMCBGD72S20D548N,RGNMNL78M20H620S,CPCMLA02M28E783P
RGNSFN94E20H199W,Stefania,Ragonese,1994-05-20,F,RAVENNA,RAVENNA,RMCBGD72S20D548N,RGNMNL78M20H620S,GRDNLM94D20D542Y
RGNLBA97T24H199F,Alba,Ragonese,1997-12-24,F,RAVENNA,TRENTO,RMCBGD72S20D548N,RGNMNL78M20H620S,MRNNCL92D17D122M
RGNSTR97R23H199J,Ester,Ragonese,1997-10-23,F,RAVENNA,REGGIO NELL'EMILIA,RMCBGD72S20D548N,RGNMNL78M20H620S,PLSCSS96T06A952P
RGNBNT97C08H199H,Benito,Ragonese,1997-03-08,M,RAVENNA,TRENTO,RMCBGD72S20D548N,RGNMNL78M20H620S,FRNSTN98D11A952H
RGNDTR96R15H199Y,Demetrio,Ragonese,1996-10-15,M,RAVENNA,CASERTA,RMCBGD72S20D548N,RGNMNL78M20H620S,CRPMND88T25B963V
RGNTCR95E12G888M,Tancredi,Ragonese,1995-05-12,M,PORDENONE,FERRARA,LNGDNI74S30A952B,RGNVLR76R09H620X,RMCRCC89M08D548X
RGNRMN97S05H199Q,Erminio,Ragonese,1997-11-05,M,RAVENNA,TRAPANI,PLSGTN69B04H199Z,RGNSNT76H30H620E,FRNFBN91S03L331A
RGNVTT95C04H199J,Vanetta,Ragonese,1995-03-04,F,RAVENNA,RAVENNA,PLSGTN69B04H199Z,RGNSNT76H30H620E,CRPTLL89R21E625B
RGNMDA94H12H199I,Amadeo,Ragonese,1994-06-12,M,RAVENNA,PARMA,PLSGTN69B04H199Z,RGNSNT76H30H620E,PRTLND91C08D704N
RGNLNU96D02H199F,Luana,Ragonese,1996-04-02,F,RAVENNA,RIMINI,PLSGTN69B04H199Z,RGNSNT76H30H620E,GRNGRL98T28C632K
RGNMBR95M02H199T,Ambra,Ragonese,1995-08-02,F,RAVENNA,RAVENNA,PLSGTN69B04H199Z,RGNSNT76H30H620E,
RGNLLL94E23H199K,Lello,Ragonese,1994-05-23,M,RAVENNA,CASERTA,PLSGTN69B04H199Z,RGNSNT76H30H620E,GRNLNE01L14C632Y
RGNDLD95H06H199J,Adelaide,Ragonese,1995-06-06,F,RAVENNA,RAVENNA,PLSGTN69B04H199Z,RGNSNT76H30H620E,CPCMNI89P25E202V
CPCCMB93M12E202E,Colomba,Capece,1993-08-12,F,GROSSETO,GROSSETO,DVVRLA70C04D612K,CPCRND69H21A462Y,PCCPRI01P18L328B
CPCMNI89P25E202V,Mino,Capece,1989-09-25,M,GROSSETO,RAVENNA,DVVRLA70C04D612K,CPCRND69H21A462Y,RGNDLD95H06H199J
CPCLBT89P20E202Z,Elisabetta,Capece,1989-09-20,F,GROSSETO,LUCCA,DVVRLA70C04D612K,CPCRND69H21A462Y,GRNNNE00T03H199S
CPCSML92D29E202J,Samuele,Capece,1992-04-29,M,GROSSETO,MASSA,DVVRLA70C04D612K,CPCRND69H21A462Y,BLNDRN94R20H199Y
CPCCDD91H05E202Z,Candida,Capece,1991-06-05,F,GROSSETO,SASSARI,DVVRLA70C04D612K,CPCRND69H21A462Y,FLLDNL90L28C632D
CPCLND92H09E202E,Linda,Capece,1992-06-09,F,GROSSETO,GROSSETO,DVVRLA70C04D612K,CPCRND69H21A462Y,LNGTST95H08G015J
CPCVGN89L22F839F,Verginia,Capece,1989-07-22,F,NAPOLI,NAPOLI,MRNPSC72T19D643M,CPCCRI71R25A462A,PLSCMN98R04A952G
CPCDVD91B16F839X,Davide,Capece,1991-02-16,M,NAPOLI,FIRENZE,MRNPSC72T19D643M,CPCCRI71R25A462A,FRNLEA92P12E625G
CPCVVN88T08F839V,Viviano,Capece,1988-12-08,M,NAPOLI,VICENZA,MRNPSC72T19D643M,CPCCRI71R25A462A,RMCFBN91L06F257M
GRDNLM94D20D542Y,Anselmo,Giardini,1994-04-20,M,FERMO,RAVENNA,CPCCCT70E27A462M,GRDPTR74T07E463H,RGNSFN94E20H199W
GRDCLI97R16D542A,Clio,Giardini,1997-10-16,F,FERMO,FERMO,CPCCCT70E27A462M,GRDPTR74T07E463H,CRPBDT90A15B963T
GRDDLB95D28D542W,Doralba,Giardini,1995-04-28,F,FERMO,LUCCA,CPCCCT70E27A462M,GRDPTR74T07E463H,PLSGNI93R03A271H
GRDTNZ95L29D542Z,Terenzio,Giardini,1995-07-29,M,FERMO,FERMO,CPCCCT70E27A462M,GRDPTR74T07E463H,FRNMRA90C01D542R
GRDNNZ95L14D542G,Nunzio,Giardini,1995-07-14,M,FERMO,TRAPANI,CPCCCT70E27A462M,GRDPTR74T07E463H,MRNDGS90T31L331U
GRDGDL97H28D542Y,Guendalina,Giardini,1997-06-28,F,FERMO,FERMO,CPCCCT70E27A462M,GRDPTR74T07E463H,BLNRND95H18H199P
GRDFMN98C09D542Z,Filomena,Giardini,1998-03-09,F,FERMO,AOSTA,CPCCCT70E27A462M,GRDPTR74T07E463H,PCCGBB02R06L328E
CPCZEI98T28E783L,Ezio,Capece,1998-12-28,M,MACERATA,CAMPOBASSO,GRNLVI81C16A271E,CPCLNZ70S02A462F,LNGDFN97M03A271W
CPCRND01P01E783C,Orlando,Capece,2001-09-01,M,MACERATA,IMPERIA,GRNLVI81C16A271E,CPCLNZ70S02A462F,FRNSIA96A19E290A
CPCMLA02M28E783P,Amalia,Capece,2002-08-28,F,MACERATA,ASCOLI PICENO,GRNLVI81C16A271E,CPCLNZ70S02A462F,RGNTVN95D12H199W
CPCLCU01R11E783E,Lucia,Capece,2001-10-11,F,MACERATA,LIVORNO,GRNLVI81C16A271E,CPCLNZ70S02A462F,SLVSVT98T05F537S
CPCTMR02R16E783M,Tamara,Capece,2002-10-16,F,MACERATA,MACERATA,GRNLVI81C16A271E,CPCLNZ70S02A462F,MRNFPP92S18L331Y
CPCSVT00A23E783P,Salvatore,Capece,2000-01-23,M,MACERATA,CROTONE,GRNLVI81C16A271E,CPCLNZ70S02A462F,SLVVTR00R05F537P
CPCGRD01D25E783Y,Gerardo,Capece,2001-04-25,M,MACERATA,RAVENNA,GRNLVI81C16A271E,CPCLNZ70S02A462F,BLNNTS98H29H199A
CPCDBR00C02E783O,Adalberto,Capece,2000-03-02,M,MACERATA,ALESSANDRIA,GRNLVI81C16A271E,CPCLNZ70S02A462F,FRNTLD89C01L331A
CPCMRG90B16H199V,Amerigo,Capece,1990-02-16,M,RAVENNA,CHIETI,PLSPLM71H17H199R,CPCLND73A28A462R,GRNSDR00S29C632Z
CPCLRT93R28H199X,Liberato,Capece,1993-10-28,M,RAVENNA,SASSARI,PLSPLM71H17H199R,CPCLND73A28A462R,FRNLVO94A07A952D
CPCLBR93L28H199J,Lamberto,Capece,1993-07-28,M,RAVENNA,LA SPEZIA,PLSPLM71H17H199R,CPCLND73A28A462R,RMCRNI96L15E463L
CPCSDR89D22H199Q,Isodoro,Capece,1989-04-22,M,RAVENNA,CHIETI,PLSPLM71H17H199R,CPCLND73A28A462R,GRNNSC00S18C632H
GRDVGN97C02A271I,Virginia,Giardini,1997-03-02,F,ANCONA,MASSA,CPCSMN70H10A462A,GRDFPP75C30E463P,FRNWTR89S14D612V
GRDFLV95P27A271Z,Flavia,Giardini,1995-09-27,F,ANCONA,ANCONA,CPCSMN70H10A462A,GRDFPP75C30E463P,PLSGTN89H17A271E
GRNNNE00T03H199S,Ennio,Gerone,2000-12-03,M,RAVENNA,LUCCA,PLSMRS68T20H199L,GRNDLZ82M23A271O,CPCLBT89P20E202Z
GRNLLL01M08H199Y,Lello,Gerone,2001-08-08,M,RAVENNA,MACERATA,PLSMRS68T20H199L,GRNDLZ82M23A271O,FRNFCT93C21A462A
GRNGRL98T28C632K,Gabriele,Gerone,1998-12-28,M,CHIETI,RIMINI,MRNNSC72M08D643L,GRNMTN80A29A271Q,RGNLNU96D02H199F
GRNVNN01T06C632G,Vanna,Gerone,2001-12-06,F,CHIETI,TARANTO,MRNNSC72M08D643L,GRNMTN80A29A271Q,RMCVNI92P06D548Y
GRNSDR00S29C632Z,Sandra,Gerone,2000-11-29,F,CHIETI,CHIETI,MRNNSC72M08D643L,GRNMTN80A29A271Q,CPCMRG90B16H199V
GRNLNE01L14C632Y,Eliana,Gerone,2001-07-14,F,CHIETI,CASERTA,MRNNSC72M08D643L,GRNMTN80A29A271Q,RGNLLL94E23H199K
GRNSNT00R14C632X,Assunta,Gerone,2000-10-14,F,CHIETI,CHIETI,MRNNSC72M08D643L,GRNMTN80A29A271Q,SCLDBR99H14A462L
GRNNSC00S18C632H,Natascia,Gerone,2000-11-18,F,CHIETI,CHIETI,MRNNSC72M08D643L,GRNMTN80A29A271Q,CPCSDR89D22H199Q
GRNLRD01T16C632B,Alfredo,Gerone,2001-12-16,M,CHIETI,TRAPANI,MRNNSC72M08D643L,GRNMTN80A29A271Q,PRTRSO93C08L331Q
GRNRRG00B13C632N,Rodrigo,Gerone,2000-02-13,M,CHIETI,FORLI,MRNNSC72M08D643L,GRNMTN80A29A271Q,PRTRNN93H26D704P
MRNRRA89D30L331K,Aurora,Amirante,1989-04-30,F,TRAPANI,TRAPANI,PCCMLN71P09L331Y,MRNTMS69T09D643Q,PLSPLL93T20A952Y
MRNFPP92S18L331Y,Filippo,Amirante,1992-11-18,M,TRAPANI,MACERATA,PCCMLN71P09L331Y,MRNTMS69T09D643Q,CPCTMR02R16E783M
MRNDGS90T31L331U,Adalgisa,Amirante,1990-12-31,F,TRAPANI,TRAPANI,PCCMLN71P09L331Y,MRNTMS69T09D643Q,GRDNNZ95L14D542G
MRNGNN91L09L331G,Giovanna,Amirante,1991-07-09,F,TRAPANI,TRAPANI,PCCMLN71P09L331Y,MRNTMS69T09D643Q,
MRNTLI93A04L331L,Italo,Amirante,1993-01-04,M,TRAPANI,FOGGIA,PCCMLN71P09L331Y,MRNTMS69T09D643Q,SLVNLT01B13F537N
MRNRNT91E11L331I,Renato,Amirante,1991-05-11,M,TRAPANI,LIVORNO,PCCMLN71P09L331Y,MRNTMS69T09D643Q,CRPLIA91T29E625S
MRNMRN00B08D542D,Moreno,Amirante,2000-02-08,M,FERMO,RIMINI,GRNSVN79R05A271W,MRNDMA70H03D643Q,PCCYND94D09H294K
MRNFCT99R13D542Z,Felicita,Amirante,1999-10-13,F,FERMO,FERMO,GRNSVN79R05A271W,MRNDMA70H03D643Q,BLNCLD96A02H199G
MRNSFN99D30D542J,Stefano,Amirante,1999-04-30,M,FERMO,TRAPANI,GRNSVN79R05A271W,MRNDMA70H03D643Q,CRPVLM91E19L331G
MRNGRT02B21D542O,Gioberto,Amirante,2002-02-21,M,FERMO,VIBO VALENTIA,GRNSVN79R05A271W,MRNDMA70H03D643Q,SCLRBN01M14F537M
MRNSFO01T22D542S,Sofia,Amirante,2001-12-22,F,FERMO,FERMO,GRNSVN79R05A271W,MRNDMA70H03D643Q,RMCPTR94R26E463R
MRNPCC90E25C351G,Pinuccio,Amirante,1990-05-25,M,CATANIA,BARLETTA,CRPCSG72B19E897F,MRNGTV70L15D643E,PCCLDN00C12L328O
MRNNTN91T29C351M,Antonio,Amirante,1991-12-29,M,CATANIA,ANCONA,CRPCSG72B19E897F,MRNGTV70L15D643E,PLSBRC90A14A271D
MRNLVC92S23C351G,Ludovica,Amirante,1992-11-23,F,CATANIA,CATANIA,CRPCSG72B19E897F,MRNGTV70L15D643E,FRNSVR93M22L331J
MRNNRC90L28C351I,Enrica,Amirante,1990-07-28,F,CATANIA,PALERMO,CRPCSG72B19E897F,MRNGTV70L15D643E,GLFZNE00L03I480W
MRNGDE91M04C351F,Egidia,Amirante,1991-08-04,F,CATANIA,PERUGIA,CRPCSG72B19E897F,MRNGTV70L15D643E,GLFRCC00T06I480P
MRNFNN90H25C351E,Fernando,Amirante,1990-06-25,M,CATANIA,VIBO VALENTIA,CRPCSG72B19E897F,MRNGTV70L15D643E,SLVNLT02P08F537C
MRNCCL89L29C351M,Cecilio,Amirante,1989-07-29,M,CATANIA,NUORO,CRPCSG72B19E897F,MRNGTV70L15D643E,PLSSIA92L07F979F
MRNCLN91A19C351D,Carolina,Amirante,1991-01-19,F,CATANIA,VENEZIA,CRPCSG72B19E897F,MRNGTV70L15D643E,PCCRNN94E22H294B
MRNNCL92D17D122M,Nicola,Amirante,1992-04-17,M,CROTONE,TRENTO,FRNLSE72H20D122W,MRNLSN72E01D643S,RGNLBA97T24H199F
MRNCST92R20D122C,Cristoforo,Amirante,1992-10-20,M,CROTONE,LIVORNO,FRNLSE72H20D122W,MRNLSN72E01D643S,FRNMRK91A20E625K
MRNGDI89S30D122A,Giada,Amirante,1989-11-30,F,CROTONE,VIBO VALENTIA,FRNLSE72H20D122W,MRNLSN72E01D643S,CRPRMN93P19E625A
MRNDNL92D26D122Q,Daniela,Amirante,1992-04-26,F,CROTONE,CROTONE,FRNLSE72H20D122W,MRNLSN72E01D643S,CRPGZN92E20E625G
MRNRCC88S19D122U,Rebecca,Amirante,1988-11-19,F,CROTONE,CROTONE,FRNLSE72H20D122W,MRNLSN72E01D643S,
MRNSFN92M25D122J,Serafina,Amirante,1992-08-25,F,CROTONE,CROTONE,FRNLSE72H20D122W,MRNLSN72E01D643S,PRTMRZ91H05D704E
MRNGVR91S04D122L,Ginevra,Amirante,1991-11-04,F,CROTONE,AOSTA,FRNLSE72H20D122W,MRNLSN72E01D643S,CRPLEO93M03A462Y
MRNGLM91H29D612H,Girolamo,Amirante,1991-06-29,M,FIRENZE,LIVORNO,DVVSRG71S12D612A,MRNSLD71T11D643M,FRNCCT89B08E625B
MRNPRL93A16D612Y,Perla,Amirante,1993-01-16,F,FIRENZE,AREZZO,DVVSRG71S12D612A,MRNSLD71T11D643M,FRNMRT95L23A952D
FRNFCT93C21A462A,Felicita,Fornaron,1993-03-21,F,ASCOLI PICENO,MACERATA,CPCLSN71L20A462C,FRNCGR69R23D122F,GRNLLL01M08H199Y
FRNFST91B01A462Y,Fausto,Fornaron,1991-02-01,M,ASCOLI PICENO,MODENA,CPCLSN71L20A462C,FRNCGR69R23D122F,RMCMRZ89M13F257A
FRNGVF89C20A462X,Genoveffa,Fornaron,1989-03-20,F,ASCOLI PICENO,ASCOLI PICENO,CPCLSN71L20A462C,FRNCGR69R23D122F,RMCSST90B10F257Z
FRNVNN93E15A462P,Vanna,Fornaron,1993-05-15,F,ASCOLI PICENO,MACERATA,CPCLSN71L20A462C,FRNCGR69R23D122F,CRPMCL92M15L331Z
FRNPPN91C04A462H,Peppina,Fornaron,1991-03-04,F,ASCOLI PICENO,ROMA,CPCLSN71L20A462C,FRNCGR69R23D122F,SLVVCN00S16F537J
FRNNBR93L09A462T,Norberto,Fornaron,1993-07-09,M,ASCOLI PICENO,TRANI,CPCLSN71L20A462C,FRNCGR69R23D122F,PCCYND00T17L328Z
FRNSDR90E23D612Z,Isidora,Fornaron,1990-05-23,F,FIRENZE,URBINO,DVVLIA73M10D612C,FRNLRD70A31D122Z,PCCFTN95S01H294G
FRNFLR88T22D612S,Flora,Fornaron,1988-12-22,F,FIRENZE,FERMO,DVVLIA73M10D612C,FRNLRD70A31D122Z,FRNBND91C29E625C
FRNWTR89S14D612V,Walter,Fornaron,1989-11-14,M,FIRENZE,MASSA,DVVLIA73M10D612C,FRNLRD70A31D122Z,GRDVGN97C02A271I
FRNRNI93R02L331X,Rina,Fornaron,1993-10-02,F,TRAPANI,BIELLA,PCCMNN71P10L331V,FRNFST72H25D122R,RMCMLT96T21E463Z
FRNRLB91B23L331U,Rosalba,Fornaron,1991-02-23,F,TRAPANI,CALTANISSETTA,PCCMNN71P10L331V,FRNFST72H25D122R,PLDSRA93L09D643V
FRNTLD89C01L331A,Tilde,Fornaron,1989-03-01,F,TRAPANI,ALESSANDRIA,PCCMNN71P10L331V,FRNFST72H25D122R,CPCDBR00C02E783O
FRNCTN91R01L331A,Cateno,Fornaron,1991-10-01,M,TRAPANI,FIRENZE,PCCMNN71P10L331V,FRNFST72H25D122R,FRNDNC89H21E625A
FRNCTN91B14L331C,Costanzo,Fornaron,1991-02-14,M,TRAPANI,ASCOLI PICENO,PCCMNN71P10L331V,FRNFST72H25D122R,FRNMCL89M19D542P
FRNMIA92S21L331J,Mia,Fornaron,1992-11-21,F,TRAPANI,TRAPANI,PCCMNN71P10L331V,FRNFST72H25D122R,PLDCST93L03D643O
FRNFBN91S03L331A,Fabiana,Fornaron,1991-11-03,F,TRAPANI,TRAPANI,PCCMNN71P10L331V,FRNFST72H25D122R,RGNRMN97S05H199Q
FRNSVR93M22L331J,Saverio,Fornaron,1993-08-22,M,TRAPANI,CATANIA,PCCMNN71P10L331V,FRNFST72H25D122R,MRNLVC92S23C351G
CRDFPP93P29F023N,Filippo,Cardaci,1993-09-29,M,MASSA,MODENA,DVVLNR73M18D612M,CRDCST71M16L750S,PCCSNT98H28H294I
FRNLVI93S07E625K,Livia,Francavilla,1993-11-07,F,LIVORNO,LIVORNO,NVRDTT69B07F979Y,FRNDLE70P08F979Y,PLSSMN97B03A952L
FRNDNC89H21E625A,Domenica,Francavilla,1989-06-21,F,LIVORNO,FIRENZE,NVRDTT69B07F979Y,FRNDLE70P08F979Y,FRNCTN91R01L331A
FRNCCT89B08E625B,Concetta,Francavilla,1989-02-08,F,LIVORNO,LIVORNO,NVRDTT69B07F979Y,FRNDLE70P08F979Y,MRNGLM91H29D612H
FRNMRK91A20E625K,Mirka,Francavilla,1991-01-20,F,LIVORNO,LIVORNO,NVRDTT69B07F979Y,FRNDLE70P08F979Y,MRNCST92R20D122C
FRNBND91C29E625C,Abbondio,Francavilla,1991-03-29,M,LIVORNO,FERMO,NVRDTT69B07F979Y,FRNDLE70P08F979Y,FRNFLR88T22D612S
FRNDRO92D24E625U,Doria,Francavilla,1992-04-24,F,LIVORNO,LIVORNO,NVRDTT69B07F979Y,FRNDLE70P08F979Y,SLVMLE00E28F537S
FRNLEA92P12E625G,Lea,Francavilla,1992-09-12,F,LIVORNO,FIRENZE,NVRDTT69B07F979Y,FRNDLE70P08F979Y,CPCDVD91B16F839X
FRNMRA90C01D542R,Mara,Francavilla,1990-03-01,F,FERMO,FERMO,DVVMNL69P28D612X,FRNSVS72B19F979J,GRDTNZ95L29D542Z
FRNMCL89M19D542P,Immacolata,Francavilla,1989-08-19,F,FERMO,ASCOLI PICENO,DVVMNL69P28D612X,FRNSVS72B19F979J,FRNCTN91B14L331C
FRNLVO94A07A952D,Olivia,Francavilla,1994-01-07,F,BOLZANO,SASSARI,LNGGPP78M10A952C,FRNLRD69E09F979Y,CPCLRT93R28H199X
FRNLNZ96S23A952D,Lorenza,Francavilla,1996-11-23,F,BOLZANO,BOLZANO,LNGGPP78M10A952C,FRNLRD69E09F979Y,PCCSFN99D27L328T
FRNSTN98D11A952H,Santina,Francavilla,1998-04-11,F,BOLZANO,TRENTO,LNGGPP78M10A952C,FRNLRD69E09F979Y,RGNBNT97C08H199H
FRNMRT95L23A952D,Umberto,Francavilla,1995-07-23,M,BOLZANO,AREZZO,LNGGPP78M10A952C,FRNLRD69E09F979Y,MRNPRL93A16D612Y
FRNLVC94C25A952T,Ludovica,Francavilla,1994-03-25,F,BOLZANO,BOLZANO,LNGGPP78M10A952C,FRNLRD69E09F979Y,SCLPNI02C09A462G
FRNLDN98A26A952D,Aldino,Francavilla,1998-01-26,M,BOLZANO,RAVENNA,LNGGPP78M10A952C,FRNLRD69E09F979Y,RMCVNN93L05F257W
FRNSNO98P16E290N,Sonia,Francavilla,1998-09-16,F,IMPERIA,LA SPEZIA,GRDBRC75L25E463N,FRNFLV73B08F979R,LNGLRT96B18A271Z
FRNVSS94B25E290E,Vanessa,Francavilla,1994-02-25,F,IMPERIA,GENOVA,GRDBRC75L25E463N,FRNFLV73B08F979R,PCCPNI00B28L328K
FRNLVC96L07E290K,Ludovico,Francavilla,1996-07-07,M,IMPERIA,VIBO VALENTIA,GRDBRC75L25E463N,FRNFLV73B08F979R,SLVLLN00S01F537I
FRNLVI94T19E290D,Livia,Francavilla,1994-12-19,F,IMPERIA,IMPERIA,GRDBRC75L25E463N,FRNFLV73B08F979R,PRTGLD92L26D643Q
FRNMDE95P25E290G,Emidio,Francavilla,1995-09-25,M,IMPERIA,MILANO,GRDBRC75L25E463N,FRNFLV73B08F979R,PRTVND91H29F205H
FRNSIA96A19E290A,Isa,Francavilla,1996-01-19,F,IMPERIA,IMPERIA,GRDBRC75L25E463N,FRNFLV73B08F979R,CPCRND01P01E783C
FRNDNI97M04E290Z,Dino,Francavilla,1997-08-04,M,IMPERIA,MANTOVA,GRDBRC75L25E463N,FRNFLV73B08F979R,LNGZOE96P28E897Q
FRNLNS98S17E290V,Alfonsino,Francavilla,1998-11-17,M,IMPERIA,PISA,GRDBRC75L25E463N,FRNFLV73B08F979R,PCCRTT89M28A326V
NVRLVR96S30H620Z,Elvira,Novara,1996-11-30,F,ROVIGO,ROVIGO,RGNMRC76S07H620D,NVRRNR72H21F979N,CRPMRN92T23B963J
LNGDFN97M03A271W,Dafne,Longhi,1997-08-03,F,ANCONA,CAMPOBASSO,FLLLVN72T14A462V,LNGBDT75L04A952V,CPCZEI98T28E783L
LNGMLE94H03A271J,Emilio,Longhi,1994-06-03,M,ANCONA,MILANO,FLLLVN72T14A462V,LNGBDT75L04A952V,PLSNSC92D10F979J
LNGLRT96B18A271Z,Albertino,Longhi,1996-02-18,M,ANCONA,LA SPEZIA,FLLLVN72T14A462V,LNGBDT75L04A952V,FRNSNO98P16E290N
LNGGMN97A04G015Y,Germano,Longhi,1997-01-04,M,OLBIA,FIRENZE,NVRTEA69B21F979B,LNGMSM73T01A952D,CRPRCC93M15E625J
LNGTST95H08G015J,Tristano,Longhi,1995-06-08,M,OLBIA,GROSSETO,NVRTEA69B21F979B,LNGMSM73T01A952D,CPCLND92H09E202E
LNGCLD94A26G015B,Cataldo,Longhi,1994-01-26,M,OLBIA,VICENZA,NVRTEA69B21F979B,LNGMSM73T01A952D,RMCDLB91D18F257K
LNGSLV98M06E897E,Silvia,Longhi,1998-08-06,F,MANTOVA,MANTOVA,CRPVTR71M05E897T,LNGRND78H28A952K,RMCLRT90B08D548M
LNGLNE97R15E897K,Leone,Longhi,1997-10-15,M,MANTOVA,LA SPEZIA,CRPVTR71M05E897T,LNGRND78H28A952K,RMCRLL95A11E463H
LNGZOE96P28E897Q,Zoe,Longhi,1996-09-28,F,MANTOVA,MANTOVA,CRPVTR71M05E897T,LNGRND78H28A952K,FRNDNI97M04E290Z
SCLVTR19L23C632N,Veturia,Scalmani,2019-07-23,F,CHIETI,CHIETI,GRNSNT00R14C632X,SCLDBR99H14A462L,
SCLLCU20L26C632B,Luca,Scalmani,2020-07-26,M,CHIETI,CHIETI,GRNSNT00R14C632X,SCLDBR99H14A462L,
SCLGAI20C30C632U,Gaia,Scalmani,2020-03-30,F,CHIETI,CHIETI,GRNSNT00R14C632X,SCLDBR99H14A462L,
SCLGNI20P14C632R,Igino,Scalmani,2020-09-14,M,CHIETI,CHIETI,GRNSNT00R14C632X,SCLDBR99H14A462L,
SCLMHL21E20A952D,Michele,Scalmani,2021-05-20,M,BOLZANO,BOLZANO,FRNLVC94C25A952T,SCLPNI02C09A462G,
SCLSNO21M09A952Q,Sonia,Scalmani,2021-08-09,F,BOLZANO,BOLZANO,FRNLVC94C25A952T,SCLPNI02C09A462G,
SCLTMS22M24A952K,Tommasina,Scalmani,2022-08-24,F,BOLZANO,BOLZANO,FRNLVC94C25A952T,SCLPNI02C09A462G,
SCLMTN21S26A952T,Martina,Scalmani,2021-11-26,F,BOLZANO,BOLZANO,FRNLVC94C25A952T,SCLPNI02C09A462G,
CRPTZN11E08D122P,Tiziana,Crupi,2011-05-08,F,CROTONE,CROTONE,MRNDNL92D26D122Q,CRPGZN92E20E625G,
CRPLCA10S23D122U,Alice,Crupi,2010-11-23,F,CROTONE,CROTONE,MRNDNL92D26D122Q,CRPGZN92E20E625G,
CRPMSM12M11D122O,Massima,Crupi,2012-08-11,F,CROTONE,CROTONE,MRNDNL92D26D122Q,CRPGZN92E20E625G,
