school,cf
Università di CHIETI,CCGFPP93C07C632M
Università di CHIETI,BRSFPP97S24C632Y
Scuola Superiore di PRATO,TTISNT07A11G999U
Scuola Superiore di PRATO,TTIPLP07T08G999C
Scuola Superiore di PRATO,TTIRCC07M10G999F
Scuola Superiore di PRATO,TTIVLM08R03G999O
Scuola Superiore di ORISTANO,LDBNMO08B10G113Z
Scuola Superiore di ORISTANO,LDBFSC08B11G113Y
Scuola Superiore di ORISTANO,LDBMCL07E23G113X
Scuola Superiore di ORISTANO,LDBMRA07H27G113H
Scuola Superiore di ORISTANO,LDBLCL06T11G113S
Scuola Superiore di ORISTANO,FLLPLG09T04G113W
Scuola Superiore di ORISTANO,FLLPNI09A23G113B
Scuola Superiore di ORISTANO,FLLCGR10C29G113A
Scuola Superiore di ORISTANO,FLLNTL09L15G113E
Scuola Superiore di ORISTANO,FLLLDN09S18G113L
Scuola Superiore di PAVIA,PJUGLL08M20G388P
Scuola Superiore di PAVIA,PJUSNT07E08G388F
Scuola Superiore di PAVIA,PJUGND08M29G388R
Scuola Superiore di PAVIA,PJUMHL08B23G388W
Scuola Superiore di PAVIA,PJUNBL07S13G388Q
Scuola Superiore di PAVIA,RGGVCN10D14G388V
Scuola Superiore di PAVIA,RGGGDE10E04G388A
Scuola Superiore di PAVIA,RGGRNN09H23G388Z
Scuola Superiore di PAVIA,RGGRNN08T29G388J
Università di BOLOGNA,PJUVNT02S19A944D
Università di BOLOGNA,VCNBGD98E12A944Z
Università di BOLOGNA,SMNBSL93S28A944D
Università di BOLOGNA,CRTGVR04P16A944X
Università di BOLOGNA,CRTCRL05P08A944P
Università di BOLOGNA,CRTPIO04P28A944R
Università di BOLOGNA,CRTNBL04T30A944N
Università di BOLOGNA,CRSVSC99S27A944I
Università di BOLOGNA,CRSPRZ01D20A944Y
Università di BOLOGNA,CRSBNR01P29A944E
Università di TERNI,CRRPIA94C25L117I
Università di TERNI,CRRDLL96S19L117I
Università di TERNI,CRRDNL94C10L117V
Università di TERNI,CRRSDR98E06L117Y
Università di TERNI,DRSLBA98P25L117T
Università di TERNI,DRSDRT94T02L117J
Università di TERNI,CRBVNC93M04L117P
Università di TERNI,DFRFST02A12L117R
Università di TERNI,DFRMRN02R27L117I
Università di TERNI,DFRMRG99R16L117Z
Università di TERNI,SNTSFN95B22L117P
Università di TERNI,GRIWTR92A14L117L
Università di TERNI,GRIRNO90S25L117X
Università di TERNI,BRPGCH01P26L117L
Università di TERNI,BLRMHL02T17L117T
Università di TRENTO,PLNLHN05A23L378F
Università di TRENTO,PLNGTN06A24L378A
Università di TRENTO,PLNLRN04L24L378A
Università di TRENTO,PLNLVO03S02L378E
Università di TRENTO,SRKMRA94D24L378I
Università di TRENTO,SRKTNO98M02L378Y
Università di TRENTO,PRTGDE97T06L378W
Università di TRENTO,PRTLRC95T29L378G
Università di TRENTO,PRTCST94C08L378E
Università di TRENTO,BVNNTA97D21L378T
Università di TRENTO,BVNMSS98D21L378J
Scuola Superiore di NAPOLI,TZZMTN08R31F839N
Scuola Superiore di NAPOLI,TZZSRL08M15F839G
Scuola Superiore di NAPOLI,TZZSNO07R05F839J
Scuola Superiore di NAPOLI,FLLLDI08M29F839W
Scuola Superiore di NAPOLI,FLLGDI08P21F839H
Scuola Superiore di NAPOLI,FLLSDR08P11F839B
Scuola Superiore di NAPOLI,CNNDIA09S02F839F
Scuola Superiore di NAPOLI,CNNCSS10H06F839U
Scuola Superiore di NAPOLI,CNNLRZ09A26F839C
Scuola Superiore di NAPOLI,CNNSVR10S14F839X
Scuola Superiore di NAPOLI,CNNRMI09T25F839M
Scuola Superiore di TERAMO,STRLCA06T22L103X
Scuola Superiore di TERAMO,STRMND07T04L103T
Università di VERONA,CRRRNN03H20L781K
Università di VERONA,CRRNLM04T16L781A
Università di VERONA,CRRGMN04P14L781R
Università di VERONA,VCNLVO93T13L781T
Università di VERONA,BRTGTA00H05L781O
Università di VERONA,BRTDLZ01A24L781J
Università di VERONA,BRTGZN00B23L781P
Università di VERONA,DFRMTT89E21L781K
Università di VERONA,MNTFLV01T09L781S
Università di VERONA,MNTTMS02D26L781H
Università di VERONA,MNTRMN99P15L781U
Università di VERONA,MNTGSI00T29L781P
Università di VERONA,CRMNTN03D16L781N
Università di VERONA,CRMDZN03D08L781P
Università di VERONA,CRMCLL03T27L781A
Università di VERONA,CRMDLL04L25L781O
Università di BARLETTA,CRNPRM97E02A669F
Università di BARLETTA,CRNLGU95C24A669Q
Università di BARLETTA,CRNLVR97A22A669C
Università di BARLETTA,CRLMSM03B27A669X
Università di BARLETTA,CRLYLN04S12A669C
Università di BARLETTA,CRLDTR05E20A669Q
Università di BARLETTA,CRLMSM04E30A669S
Università di BARLETTA,CRLGLN03P15A669I
Università di BARLETTA,CRLRNN03C09A669S
Università di BARLETTA,CRLLDA03T20A669D
Università di BARLETTA,NRDRND00H06A669D
Università di BARLETTA,NRDDLE99T04A669U
Università di BARLETTA,ZMPFNC99L13A669T
Università di BARLETTA,ZMPMRZ02D08A669Y
Università di BARLETTA,BRBSVN97L12A669I
Università di BARLETTA,BRBDAA95T15A669N
Università di BARLETTA,SCRFBA04R12A669K
Università di BARLETTA,SCRDNL05R23A669R
Scuola Superiore di CASERTA,GRNRST08S02B963F
Scuola Superiore di CASERTA,GRNCLI08H26B963O
Scuola Superiore di CASERTA,GRNMRN08P29B963Z
Scuola Superiore di CASERTA,GRNDLL08D08B963K
Scuola Superiore di CASERTA,GRNGNR07S27B963N
Scuola Superiore di CASERTA,LFNMTT09P29B963P
Scuola Superiore di CASERTA,LFNMLN10E22B963F
Scuola Superiore di CASERTA,LFNLVO10H26B963D
Scuola Superiore di CASERTA,LFNNEE10P15B963D
Scuola Superiore di CASERTA,LFNVTT10R03B963D
Università di VIBO VALENTIA,STRGPP03B03F537I
Università di VIBO VALENTIA,FLCLSN92H16F537D
Università di VIBO VALENTIA,DFRLSS05L24F537Q
Università di VIBO VALENTIA,DFRDNL06E28F537Z
Università di VIBO VALENTIA,DFRTZN05M21F537J
Università di VIBO VALENTIA,DFRNLC03B18F537X
Università di VIBO VALENTIA,DFRPRD04D06F537H
Università di VIBO VALENTIA,DFRMRC01M21F537Y
Università di VIBO VALENTIA,DFRNVE02R09F537N
Università di VIBO VALENTIA,DFRCML00P18F537J
Università di VIBO VALENTIA,DFRVDN00S24F537T
Università di VIBO VALENTIA,DDERST02R04F537V
Università di VIBO VALENTIA,LVNVTI04L25F537U
Università di VIBO VALENTIA,ZMPPLG00L08F537V
Università di VIBO VALENTIA,ZMPRSL99B13F537Y
Università di VIBO VALENTIA,BGNBSL00S08F537Q
Università di VIBO VALENTIA,LLSSML98A10F537O
Università di VIBO VALENTIA,LLSVTT95C05F537H
Università di VIBO VALENTIA,LLSCMN95E05F537Q
Università di VIBO VALENTIA,LLSBNL95T24F537S
Scuola Superiore di CALTANISSETTA,GHNFTN07T26B429Q
Università di ALESSANDRIA,CRNLRD04L06A182X
Università di ALESSANDRIA,CRNRMN04R26A182D
Università di ALESSANDRIA,CRNMNL04R12A182N
Università di ALESSANDRIA,BVNLBR04E15A182G
Università di ALESSANDRIA,BVNGTT06L05A182N
Università di ALESSANDRIA,BVNLRT05D02A182G
Università di ALESSANDRIA,BVNPIA03C23A182C
Università di ALESSANDRIA,DDERHL00B06A182P
Università di ALESSANDRIA,DDEMRM01R18A182Q
Università di ALESSANDRIA,BVOGCM01L23A182F
Università di ALESSANDRIA,BVOCLD00T29A182O
Università di LECCE,NCLRFL97A03E506F
Università di LECCE,MFFMDA89A21E506O
Università di LECCE,CRMGPR99L07E506T
Università di LECCE,NDEPRI96M31E506N
Università di LECCE,NDEFST98R06E506W
Università di LECCE,NDEMRN94T16E506W
Università di LECCE,RBNLDI05R07E506O
Università di LECCE,RBNVCN06D07E506B
Università di LECCE,RBNFBL03C21E506K
Università di LECCE,RBNPLP06C05E506Q
Università di LECCE,CMLMRG02C22E506Q
Università di LECCE,CMLTTV01A15E506U
Scuola Elementare di MASSA,CRNVGN14P09F023E
Scuola Elementare di MASSA,CRNRML16T07F023K
Scuola Elementare di MASSA,BNLGDN16H17F023V
Scuola Elementare di MASSA,TRNNCL18B19F023V
Scuola Elementare di MASSA,TRNLND17D26F023B
Scuola Elementare di MASSA,TRNLSN18S02F023X
Scuola Elementare di MASSA,TRNLLL17L23F023I
Scuola Elementare di MASSA,TRNFNC17P11F023A
Scuola Elementare di AGRIGENTO,CRRNSC16A12A089W
Scuola Elementare di AGRIGENTO,FFNTMR15S19A089F
Scuola Elementare di AGRIGENTO,LSCMDA17R16A089D
Scuola Elementare di AGRIGENTO,LSCJSC15H30A089C
Scuola Elementare di CAGLIARI,CRRSML15P05B354Q
Scuola Elementare di CAGLIARI,CRRCMB18C21B354K
Scuola Elementare di CAGLIARI,PRTLNI14L16B354P
Scuola Elementare di CAGLIARI,PRTRMN16P15B354X
Scuola Elementare di CAGLIARI,PRTSRL17A24B354I
Scuola Elementare di CAGLIARI,PRTSNL16E10B354S
Scuola Elementare di CAGLIARI,PRSCLL14A25B354N
Scuola Elementare di CAGLIARI,PRSNLC18P20B354J
Scuola Elementare di CAGLIARI,PRSCVN15E28B354K
Scuola Elementare di CAGLIARI,PRSGTV14E11B354F
Scuola Elementare di CAGLIARI,PRSFNN15S26B354W
Scuola Elementare di CAGLIARI,CTNLVR14A06B354U
Scuola Elementare di CAGLIARI,CTNVLI18P08B354Z
Scuola Elementare di CAGLIARI,CTNVGL16L06B354I
Scuola Elementare di CAGLIARI,CTNFLR17P20B354B
Scuola Elementare di AOSTA,CRNNZE17R16A326H
Scuola Elementare di AOSTA,TRBCLL18L20A326J
Scuola Elementare di AOSTA,TRBMNL17H06A326H
Scuola Elementare di MODENA,TGLCTN18M19F257D
Scuola Elementare di MODENA,FFNMDA15P05F257G
Scuola Elementare di PERUGIA,TGLLLL13S23G478L
Scuola Elementare di PERUGIA,CRNDLM16C28G478E
Scuola Elementare di PERUGIA,CRNLGU15S19G478M
Scuola Elementare di PERUGIA,TNTVVN14S14G478W
Scuola Elementare di PERUGIA,TNTCGR15M31G478M
Scuola Elementare di PERUGIA,TNTLEO18D02G478G
Scuola Elementare di PERUGIA,TNTSNT14M21G478H
Scuola Elementare di PERUGIA,TNTRSN16R12G478O
Scuola Elementare di PERUGIA,BRGGRN16H28G478O
Scuola Elementare di PERUGIA,BRGMRC16R22G478M
Scuola Elementare di VENEZIA,DRSLCL16M29L736A
Scuola Elementare di VENEZIA,DRSMRT16E14L736Q
Scuola Elementare di VENEZIA,CRFCCL16H10L736U
Scuola Elementare di VENEZIA,CRFDLE18M06L736D
Scuola Elementare di VENEZIA,CLNMNO16R12L736S
Scuola Elementare di VENEZIA,CLNWNN17C28L736O
Scuola Elementare di MESSINA,CRRVNT14T30F158L
Scuola Elementare di MESSINA,BNTMLI14H07F158O
Scuola Elementare di MESSINA,BNTYND14M02F158A
Scuola Elementare di MESSINA,TRTLLL18A22F158M
Scuola Elementare di MESSINA,TRTRND15C11F158V
Scuola Elementare di MESSINA,TRTCST14A19F158E
Scuola Elementare di MESSINA,CHRMMI17A12F158X
Scuola Elementare di L'AQUILA,PJUGTN14R28A345O
Scuola Elementare di L'AQUILA,PJUMND15B13A345W
Scuola Elementare di L'AQUILA,FLLGDN16P14A345T
Scuola Elementare di L'AQUILA,STRTNO18D09A345W
Scuola Elementare di ISERNIA,GRNMRK14L25E335C
Scuola Elementare di ISERNIA,GLLTRS15T16E335H
Scuola Superiore di AREZZO,PCNVTR08P15A390Q
Scuola Superiore di AREZZO,PCNMDA08R14A390K
Scuola Superiore di AREZZO,PCNYLN08P22A390Y
Scuola Superiore di AREZZO,PCNCSS08H25A390L
Scuola Superiore di AREZZO,FRNRST07L26A390O
Scuola Superiore di AREZZO,FRNNDR07M11A390B
Scuola Superiore di AREZZO,MCADAA08C13A390M
Scuola Superiore di VERBANO,FCRRND08C22D223X
Scuola Superiore di VERBANO,FCRSVN07R04D223C
Scuola Superiore di VERBANO,FCRRND07C22D223W
Scuola Superiore di VERBANO,FCRVVN07M28D223B
Scuola Superiore di VERBANO,MPCSNT08R13D223H
Università di VERBANO,GRVCSR06A23D223D
Università di VERBANO,GRVWTR05A03D223W
Università di VERBANO,GRVFPP03E29D223O
Università di VERBANO,FCRLRZ03M09D223X
Università di VERBANO,FCRPRN03R01D223K
Università di VERBANO,GRVCST06E20D223H
Università di VERBANO,GRVFLV06C17D223P
Università di VERBANO,GRVLCN06R08D223S
Università di VERBANO,GLVDNI94P12D223O
Università di VERBANO,GLVFMN97D18D223O
Università di VERBANO,GLVSLL97M26D223T
Università di VERBANO,GLVPLA95A29D223S
Università di VERBANO,CRMCTN97B16D223A
Università di VERBANO,CRMRNN98D16D223D
Università di VERBANO,CLBRSM97P23D223K
Università di VERBANO,CLBRSN97E14D223S
Università di VERBANO,CRNGNZ04B10D223N
Università di VERBANO,CRNCRL03B03D223N
Università di VERBANO,DDEGTN98H12D223R
Università di VERBANO,DDESDR96M07D223K
Università di VERBANO,CRSRMN89B15D223L
Università di VERBANO,CRSFMN91E13D223W
Università di MILANO,CRSGDI05A10F205J
Università di MILANO,SNILBR91L16F205H
Università di MILANO,FRMCRN03A09F205Q
Università di MILANO,FRMLNE04H19F205U
Università di MILANO,FRMMRN03E17F205F
Università di MILANO,FRMSMN03A31F205Y
Università di MILANO,TRBRND90D21F205U
Università di MILANO,CNTLBT04P04F205Y
Università di MILANO,CMLMRG91M19F205C
Università di MILANO,BRGLSS05P24F205M
Università di MILANO,BRGPMP03C17F205A
Università di MILANO,BLRPPP03C23F205P
Università di MILANO,BLRDNI04S15F205A
Università di MILANO,BLRBNC04L28F205R
Università di MILANO,SCLGLD03B19F205C
Università di MILANO,SCLMGN05H25F205P
Università di MILANO,SCLMND04B16F205T
Università di MILANO,SCLMCL06H04F205Y
Università di MILANO,LLSLSN97T06F205N
Scuola Superiore di MONZA,CRSPRM08M10F704Z
Scuola Superiore di MONZA,CRSMSM07H23F704F
Scuola Superiore di MONZA,DLCCSR08M23F704R
Scuola Superiore di MONZA,DLCLSS07R07F704Y
Scuola Superiore di MONZA,DLCYLN07L20F704G
Scuola Superiore di MONZA,DLCNRO08M30F704Q
Scuola Superiore di MONZA,DLCGDN08C27F704J
Scuola Superiore di MONZA,CVRFRZ08M25F704P
Scuola Superiore di MONZA,CVRFNC07C21F704D
Scuola Superiore di MONZA,CVRRRA06S22F704M
Scuola Superiore di MONZA,CVRRTD08P11F704I
Scuola Superiore di MONZA,CRSDRT09T22F704W
Scuola Superiore di MONZA,CRSLSS09B21F704O
Scuola Superiore di MESSINA,LNGTTO07P13F158X
Scuola Superiore di MESSINA,LNGRMN07H16F158U
Università di RIMINI,MRSFPP05P26H294W
Università di RIMINI,MRSSLV05T07H294B
Università di RIMINI,CRBMRM95L18H294E
Università di RIMINI,CRBSRG97D20H294S
Università di RIMINI,CRBGPR98R04H294U
Università di RIMINI,CRBCCL94P22H294B
Università di RIMINI,PCNMNN05E06H294A
Università di RIMINI,PCNJCP06D10H294W
Università di RIMINI,PCNDRD03M31H294Q
Scuola Superiore di VERCELLI,GRVGCM07R30L750P
Scuola Superiore di VERCELLI,GRVGDU07D16L750K
Scuola Superiore di VERCELLI,GRVSVS07R09L750D
Scuola Superiore di CAMPOBASSO,BRCGGR08S13B519V
Scuola Superiore di CAMPOBASSO,BRCPMP07T03B519F
Scuola Superiore di CAMPOBASSO,BRCMMM08B28B519A
Scuola Superiore di CAMPOBASSO,BRCRCR08R29B519H
Scuola Superiore di CAMPOBASSO,GTTVLI09B25B519M
Scuola Superiore di CAMPOBASSO,GTTNNZ09B23B519F
Scuola Superiore di CAMPOBASSO,GTTFCN10D28B519F
Scuola Superiore di CAMPOBASSO,GTTGTN10L03B519Y
Scuola Superiore di CAMPOBASSO,GRNDRD10P19B519X
Scuola Superiore di CAMPOBASSO,GRNNSC10B09B519G
Scuola Superiore di CAMPOBASSO,GRNGDL10B02B519N
Scuola Superiore di CAMPOBASSO,GRNNNZ10S02B519H
Scuola Superiore di CAMPOBASSO,GRNGST10P08B519R
Scuola Superiore di CAMPOBASSO,CPZLND08T05B519T
Scuola Superiore di CAMPOBASSO,CPZCRL09P23B519S
Scuola Superiore di PIACENZA,GRNDNT07E25G535F
Scuola Superiore di PIACENZA,GRNSTN07R25G535H
Scuola Superiore di PIACENZA,GRNMNC07D16G535W
Scuola Superiore di PIACENZA,GRNWNN07P18G535R
Scuola Superiore di PIACENZA,BRBGTA07D28G535E
Scuola Superiore di PIACENZA,BRBFNZ07S15G535G
Scuola Superiore di PIACENZA,BRBSVG08B05G535E
Scuola Superiore di PIACENZA,PCNMRN08L02G535H
Scuola Superiore di PIACENZA,PCNMLN08M07G535D
Scuola Superiore di PIACENZA,PCNLRC07H27G535V
Scuola Superiore di PIACENZA,MRVMDE10R09G535C
Scuola Superiore di PIACENZA,GNCRNI06T03G535L
Scuola Superiore di PIACENZA,BNCGLI10B24G535E
Università di CATANIA,PRNMRG03L17C351C
Università di CATANIA,PRNCLD05M06C351Y
Università di CATANIA,PCNDNI04A26C351P
Università di CATANIA,FFNRCC92C27C351T
Università di CATANIA,CVRTNZ04B19C351J
Università di CATANIA,CVRCST04E13C351Z
Università di CATANIA,CVRPRL05T01C351Y
Università di CATANIA,CPRGGI99H09C351J
Università di CATANIA,BNFLCU00R29C351E
Università di CATANIA,BNFFRC00P22C351O
Università di CATANIA,BNFRND02M02C351C
Università di CATANIA,BNCLRZ89A20C351E
Università di CATANIA,BNCLCD90T11C351J
Scuola Superiore di CREMONA,GRNMRN07R09D150B
Scuola Superiore di CREMONA,GRNTZN08M17D150F
Scuola Superiore di CREMONA,GRNNNA08D22D150N
Scuola Superiore di CREMONA,GRNRML08B26D150D
Scuola Superiore di CREMONA,DLCRCE07T03D150J
Scuola Superiore di CREMONA,DLCGRM07D11D150W
Scuola Superiore di CREMONA,SNISDR09H01D150S
Scuola Superiore di CREMONA,SNIZOE09E14D150S
Scuola Superiore di CREMONA,SNIPLM10L08D150D
Scuola Superiore di CREMONA,RNINDA07D14D150Q
Scuola Superiore di CREMONA,RNIRCC08P28D150C
Scuola Superiore di FORLI,CRNBTL07B28D704W
Scuola Superiore di FORLI,VCNTNZ10R30D704H
Scuola Superiore di FORLI,VCNMHL09B13D704P
Scuola Superiore di FORLI,VCNGRN09D25D704Q
Scuola Superiore di FORLI,VCNGLI09S23D704G
Scuola Superiore di FORLI,BRTMRN10D23D704F
Scuola Superiore di FORLI,CMLRMN08C10D704K
Scuola Superiore di CHIETI,GRVWTR07M21C632S
Scuola Superiore di CHIETI,MFFZOE08S24C632D
Scuola Superiore di CHIETI,MFFMSS09H08C632T
Università di PAVIA,DLCPLA00L17G388B
Università di PAVIA,DLCVTR02D02G388A
Università di PAVIA,SRKMRO00R02G388P
Università di PAVIA,SRKPRZ00A19G388N
Università di PAVIA,SRKMRA02E20G388C
Università di PAVIA,SRKDVD01M08G388W
Università di PAVIA,SRKLNE02S08G388K
Università di PAVIA,TSTLNE01M16G388B
Università di PAVIA,BNLRZR96P27G388H
Università di PAVIA,BNLPNI94L29G388W
Università di PAVIA,PRTNTL98S15G388L
Università di PAVIA,PRTGSI00B11G388Y
Università di PAVIA,BNCNBR03E14G388H
Università di PAVIA,LVNDLB97H15G388W
Università di PAVIA,LVNRNI94S11G388M
Università di PAVIA,LVNYLO93T10G388L
Università di PAVIA,LLSLIO99H25G388R
Università di PAVIA,LLSVLR00T21G388W
Scuola Superiore di TREVISO,BRBPRZ07R16L407E
Scuola Superiore di TREVISO,BRBDMA08D14L407X
Scuola Superiore di TREVISO,BRBRSR08D12L407S
Scuola Superiore di TREVISO,BRBGTN08L11L407X
Scuola Superiore di TREVISO,BRBCST08M29L407H
Scuola Superiore di TREVISO,BLRSNT09S12L407L
Scuola Superiore di TREVISO,BLRSRG08S25L407U
Scuola Superiore di TREVISO,BLRGLL09P15L407A
Scuola Superiore di TREVISO,PRZRSN10A04L407C
Scuola Superiore di TREVISO,PRZSDR09E31L407O
Scuola Superiore di TREVISO,PRZGDU09R20L407E
Scuola Superiore di TREVISO,PRZSNT10M05L407M
Scuola Superiore di TREVISO,SGRLRA10H18L407P
Scuola Superiore di SIRACUSA,RSGNNE07A16I754M
Scuola Superiore di SIRACUSA,RSGGRL07L24I754Y
Scuola Superiore di SIRACUSA,RSGPNI08M24I754F
Scuola Superiore di SIRACUSA,BLZPLG09M11I754X
Scuola Superiore di SIRACUSA,BLZRGR09M09I754P
Scuola Superiore di SIRACUSA,PRZSST08B01I754K
Scuola Superiore di SIRACUSA,PRZSRA07D20I754W
Università di ENNA,PRNJSC03D15C342C
Università di ENNA,PRNMSM02S29C342C
Università di ENNA,RMAFMN99P03C342L
Università di ENNA,RMAMTN02E24C342X
Università di ENNA,RMADTT00E11C342I
Università di ENNA,PRSFTN96M16C342N
Università di ENNA,PRSGST94E17C342J
Università di ENNA,PRSSFN96S30C342H
Università di ENNA,MPCLVC95H28C342N
Università di ENNA,MPCTSC98L15C342G
Università di CARRARA,FLCNZE06M06B832H
Università di CARRARA,FLCSDR06R06B832Z
Università di CARRARA,FLCGNZ06E24B832F
Università di CARRARA,TRVBNR05B26B832A
Università di CARRARA,TRVDTR05R10B832P
Università di CARRARA,TRVRLN03D04B832T
Università di CARRARA,TRVRTD05E14B832Y
Università di CARRARA,PCRVTR01H01B832I
Università di CARRARA,PCRFDN99L27B832P
Università di CARRARA,RGRLND95A16B832X
Università di CARRARA,RGRFST97P09B832I
Università di CARRARA,FNCRTD97B02B832W
Università di CARRARA,MNTGIA02C11B832D
Università di CARRARA,BNCLNE01H16B832M
Università di CARRARA,BNCPLA00R12B832C
Università di CARRARA,MRNJCP05L14B832C
Università di CARRARA,MRNLND03B02B832W
Università di CARRARA,MRNMSM04R22B832J
Università di CARRARA,MRNGRZ06C07B832V
Università di CARRARA,MRNGST06M26B832G
Scuola Superiore di MATERA,CRMMRA07A21F052J
Scuola Superiore di MATERA,CRMGLE07L21F052G
Scuola Superiore di MATERA,CRMPLG07M04F052M
Scuola Superiore di MATERA,CRMGGN08R28F052Y
Scuola Superiore di MATERA,MFFFLV09D19F052R
Scuola Superiore di MATERA,MFFGNN10P07F052H
Scuola Superiore di MATERA,BYUCML10L31F052Q
Scuola Superiore di MATERA,BYUGAI10C31F052B
Scuola Superiore di MATERA,BYUGGR10B18F052K
Scuola Superiore di MATERA,BYULRA08S28F052N
Scuola Superiore di MATERA,BYUVNT10D16F052J
Scuola Superiore di MATERA,BYUMRN09R17F052V
Scuola Superiore di MATERA,BYUPPN10M21F052D
Scuola Superiore di MATERA,BYUCCL08S23F052A
Scuola Superiore di MATERA,BYULRC10R03F052O
Scuola Superiore di MATERA,BYUGTA10D12F052L
Scuola Superiore di MATERA,BYUPLA09M03F052G
Scuola Superiore di MATERA,BYUMSC09B07F052F
Scuola Superiore di MATERA,ZMPVNA07B01F052Z
Scuola Superiore di MATERA,ZMPMLN07P13F052Y
Scuola Superiore di MATERA,ZMPMDE07T03F052C
Scuola Superiore di MATERA,ZMPSLV08L19F052C
Scuola Superiore di MATERA,MRVLSN10R18F052V
Scuola Superiore di MATERA,MRVCSS09H04F052Z
Scuola Superiore di MATERA,MRVLND09C03F052N
Scuola Superiore di MATERA,PRTCLO10A21F052V
Scuola Superiore di MATERA,PRTLNI10R13F052B
Scuola Superiore di MATERA,PRTCAI10B23F052S
Scuola Superiore di LODI,DLCLSN06S29E648N
Scuola Superiore di LODI,DLCGLI08E03E648E
Scuola Superiore di LODI,GRNNLT07H01E648Z
Scuola Superiore di LODI,GRNFDR07M30E648X
Scuola Superiore di LODI,RNIGVF10M30E648V
Scuola Superiore di LODI,RNIBRT10E12E648V
Scuola Superiore di LODI,RNINTS10E24E648R
Università di AREZZO,RSSDLR06H04A390I
Università di AREZZO,RSSDLL05C08A390Z
Università di AREZZO,FLLMBR90E31A390D
Università di GORIZIA,TRBGLM96C17E098G
Università di GORIZIA,TRBTDD95A03E098X
Università di GORIZIA,TRBNTS96D01E098N
Università di GORIZIA,TRBMRG94L29E098M
Università di GORIZIA,TRBCDD97E14E098T
Università di GORIZIA,TRBGRN94D03E098A
Università di GORIZIA,TRBRLB97D04E098A
Università di GORIZIA,TRBLNI97A08E098V
Università di GORIZIA,PRTGDE98C12E098U
Università di GORIZIA,BNFBRT05C04E098D
Università di GORIZIA,BNFLIO03H02E098Z
Università di GORIZIA,BNFLRT03C05E098P
Università di GORIZIA,BNFZRA05M24E098X
Università di GORIZIA,BNFDLE06B20E098C
Università di GORIZIA,BNDDRN00E29E098G
Università di GORIZIA,BNDMLA99A01E098W
Università di GORIZIA,FCCCMB03A20E098E
Università di GORIZIA,FCCCMN04T17E098T
Università di GORIZIA,FCCVDN04T29E098G
Università di GORIZIA,CHRGAI01H16E098Z
Università di GORIZIA,CHRGMN01P28E098M
Università di FERRARA,TRBLGU96D21D548W
Università di FERRARA,TRBPLM96L27D548V
Università di FERRARA,SNRGZN01A16D548D
Università di FERRARA,CNNSVN06H05D548Z
Università di FERRARA,CNNVGL03C13D548L
Università di FERRARA,CNNSNT05A22D548S
Università di FERRARA,LBRMNI05R29D548Z
Università di ASTI,RGGRNL90D14A479W
Università di ASTI,MSTLCN06D23A479J
Università di ASTI,MSTRHL06P08A479F
Università di ASTI,MSTTTI06R03A479U
Università di ASTI,CVRPML06E27A479U
Università di ASTI,CVRRNL04T13A479Q
Università di ASTI,BVNLRI06B07A479Z
Università di ASTI,PCRDLM02C03A479G
Università di ASTI,PCRSCR01R22A479D
Università di ASTI,PCRMRZ01M10A479N
Scuola Elementare di GROSSETO,TRBRMN16E15E202S
Scuola Elementare di GROSSETO,TRBDTL16L14E202P
Scuola Elementare di GROSSETO,TRBRCE14C07E202T
Scuola Elementare di GROSSETO,TRBBBR15H16E202X
Scuola Elementare di GROSSETO,GDNMDA13T07E202B
Scuola Elementare di GROSSETO,FRNPLP17D19E202E
Scuola Superiore di ASTI,RGGPPN09D20A479N
Scuola Superiore di ASTI,RGGRKE09M12A479T
Scuola Superiore di ASTI,GDNRRG07H24A479M
Scuola Superiore di ASTI,CTNFPP10L19A479A
Scuola Superiore di ASTI,CTNFLV09M08A479C
Scuola Superiore di ASTI,CTNMDL10P19A479G
Scuola Superiore di ASTI,CTNNSC10E01A479N
Scuola Superiore di ASTI,CTNVTI10R13A479K
Scuola Superiore di ASTI,PRTSTN09P06A479O
Scuola Superiore di ASTI,PRTCLD10E07A479C
Scuola Superiore di ASTI,PRTBND10C29A479T
Scuola Superiore di ASTI,PRTCST10E23A479S
Scuola Superiore di ASTI,DVZGRT08P12A479J
Scuola Superiore di ASTI,DVZLRT08P20A479L
Scuola Superiore di ASTI,DVZGPR08L28A479S
Scuola Superiore di ASTI,DVZCCL08L28A479K
Scuola Superiore di ASTI,SCLGDL09T23A479I
Scuola Superiore di ASTI,SCLFSC09E10A479R
Scuola Superiore di ASTI,SCLLRT10C30A479Y
Scuola Superiore di ASTI,SCLBBR09S27A479K
Scuola Elementare di GORIZIA,TRBSNT18M20E098U
Scuola Elementare di GORIZIA,TRBPLM17B05E098L
Scuola Elementare di GORIZIA,TRBCST14S03E098Q
Scuola Elementare di GORIZIA,TRBMRT16S04E098A
Scuola Elementare di GORIZIA,TRBLRT16D07E098C
Scuola Elementare di GORIZIA,TRBVTR18H27E098E
Scuola Elementare di GORIZIA,TRBFBN16B21E098M
Scuola Elementare di GORIZIA,TRBMLE17P03E098X
Scuola Elementare di GORIZIA,TRBSBN13T21E098K
Scuola Elementare di GORIZIA,TRBPLA18D24E098F
Scuola Elementare di GORIZIA,FLTRSL16H09E098Z
Scuola Elementare di GORIZIA,FLTGRD16B03E098X
